Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_1.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_2.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_3.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_4.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_5.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_6.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_7.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_8.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_9.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_10.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_11.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_12.raw
Q5T280,CI114_HUMAN,SPOUT1,Putative methyltransferase C9orf114,271678,223169,,143942,277133,271892,258080,,300275,292854,,362313
Q5T2D3,OTUD3_HUMAN,OTUD3,OTU domain-containing protein 3,393827,575713,,,,307455,297465,385831,413561,629791,409755,555171
Q5T2S8,ODAD2_HUMAN,ODAD2,Outer dynein arm-docking complex subunit 2,,,,,,202870,,,,393452,,598528
Q5T3U5,MRP7_HUMAN,ABCC10,ATP-binding cassette sub-family C member 10,,,,,72992.7,,115976,,143837,164599,138301,153833
Q5T440,CAF17_HUMAN,IBA57,"Putative transferase CAF17, mitochondrial",671377,651070,545877,608073,2197330,2336660,2184190,2190680,1045910,1163280,1119530,1136000
Q5T4B2,GT253_HUMAN,CERCAM,Inactive glycosyltransferase 25 family member 3,,,,,105189,,45974.1,,52136.6,,158953,213800
Q5T4S7,UBR4_HUMAN,UBR4,E3 ubiquitin-protein ligase UBR4,2461690,2194950,2170700,2150150,3626810,3472290,3466470,3163970,20780300,19963500,19149900,18795900
Q5T5X7,BEND3_HUMAN,BEND3,BEN domain-containing protein 3,581977,464438,374297,336479,,,,,,,,
Q5T653,RM02_HUMAN,MRPL2,Large ribosomal subunit protein uL2m,,,,,361639,395025,539717,410310,,,263709,201331
Q5T7M9,DIK1A_HUMAN,DIPK1A,Divergent protein kinase domain 1A,,,,,,149218,231173,184342,418820,361106,463309,348805
Q5T8P6,RBM26_HUMAN,RBM26,RNA-binding protein 26,,,,,,62884.8,94570.7,,,85051.7,65773.9,81753.2
Q5T9A4,ATD3B_HUMAN,ATAD3B,ATPase family AAA domain-containing protein 3B,1436650,3483540,3069140,3270310,217635000,196549000,222022000,181808000,5243600,12743100,4575980,10332700
Q5T9L3,WLS_HUMAN,WLS,Protein wntless homolog,,,161342,,6500700,6459670,5914170,5101600,24744900,25616700,23555500,21861600
Q5TA31,RN187_HUMAN,RNF187,E3 ubiquitin-protein ligase RNF187,,,,,405911,278156,270962,,790336,704381,827844,730238
Q5TA45,INT11_HUMAN,INTS11,Integrator complex subunit 11,,343178,,214893,817835,698688,877354,668594,485033,563280,454712,394957
Q5TAQ9,DCAF8_HUMAN,DCAF8,DDB1- and CUL4-associated factor 8,86053.3,53771.5,80269.8,67941.4,185480,,,,,,,250903
Q5TAT6,CODA1_HUMAN,COL13A1,Collagen alpha-1(XIII) chain,,,,,,,,,495907,561521,508455,497393
Q5TDH0,DDI2_HUMAN,DDI2,Protein DDI1 homolog 2,561635,326336,344288,281787,,554911,736548,659014,590674,841163,726240,702696
Q5U3C3,TM164_HUMAN,TMEM164,Transmembrane protein 164,,,,,,,,,106952,,,
Q5UIP0,RIF1_HUMAN,RIF1,Telomere-associated protein RIF1,3068800,3466510,3131870,3439200,2946670,2680970,3203760,2470910,2046070,2252050,2215720,2351060
Q5VIR6,VPS53_HUMAN,VPS53,Vacuolar protein sorting-associated protein 53 homolog,,62422.6,,43835.7,387792,313188,296868,321396,281381,316287,310598,305440
Q5VT25,MRCKA_HUMAN,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,,,,,225841,269741,280028,273295,185021,200067,188475,183690
Q5VT66,MARC1_HUMAN,MTARC1,Mitochondrial amidoxime-reducing component 1,,,,,,50584.8,54335.7,49846.1,,40385,46198.7,49105.9
Q5VTL8,PR38B_HUMAN,PRPF38B,Pre-mRNA-splicing factor 38B,2743280,2953490,2540360,2755540,3291490,2796240,3204230,2795540,3463390,3713840,2954560,2953010
Q5VU97,CAHD1_HUMAN,CACHD1,VWFA and cache domain-containing protein 1,,,,,,1906240,1276880,1259190,3961920,3707680,3240600,3370790
Q5VUD6,DIK1B_HUMAN,DIPK1B,Divergent protein kinase domain 1B,,,,,1484670,1322810,1838980,1460370,3605980,3709140,3427090,3446790
Q5VV42,CDKAL_HUMAN,CDKAL1,Threonylcarbamoyladenosine tRNA methylthiotransferase,,,,,1355340,1442690,1522530,1368930,1366460,1364750,1391570,1414540
Q5VW36,FOCAD_HUMAN,FOCAD,Focadhesin,46058.3,71424.3,109418,88735.9,,,,,,79905.4,,177772
Q5VW38,GP107_HUMAN,GPR107,Protein GPR107,,,,,391168,410646,419977,364714,829371,897760,818705,741440
Q5VWZ2,LYPL1_HUMAN,LYPLAL1,Lysophospholipase-like protein 1,,,,,,473298,2158000,,,,570174,1063430
Q5VYK3,ECM29_HUMAN,ECPAS,Proteasome adapter and scaffold protein ECM29,767143,667934,567933,587123,2010960,2100230,2515230,1907700,1432540,1531770,1384220,1468070
Q5VZ89,DEN4C_HUMAN,DENND4C,DENN domain-containing protein 4C,,,,,1091290,1348040,1103180,1079380,660545,564431,586212,530278
Q5VZE5,NAA35_HUMAN,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",95125.2,122212,96889,123409,201119,214624,207136,200693,285664,299585,300640,270608
Q5VZF2;Q9NR56,MBNL1_HUMAN;MBNL2_HUMAN,MBNL1;MBNL2,Muscleblind-like protein 2,545373,421418,,420869,670391,563758,468134,725825,466124,541559,425142,576150
Q5VZL5,ZMYM4_HUMAN,ZMYM4,Zinc finger MYM-type protein 4,,,,,1485500,1445680,884788,1382950,310154,702579,374830,320967
Q5XKP0,MIC13_HUMAN,MICOS13,MICOS complex subunit MIC13,,,,,,33354300,18359300,,11462100,11865000,11213300,
Q63HN8,RN213_HUMAN,RNF213,E3 ubiquitin-protein ligase RNF213,,143786,,,245533,214842,215652,174426,147383,191098,133337,147199
Q63ZY3,KANK2_HUMAN,KANK2,KN motif and ankyrin repeat domain-containing protein 2,,,,,,,,,,587119,589150,473420
Q641Q3,METRL_HUMAN,METRNL,Meteorin-like protein,,,,,,,,,1196280,1273630,1259510,1156020
Q643R3,LPCT4_HUMAN,LPCAT4,Lysophospholipid acyltransferase LPCAT4,,,,,529805,542500,646216,518090,,203620,163792,192844
Q658P3,STEA3_HUMAN,STEAP3,Metalloreductase STEAP3,,,,,7689230,6491490,7004950,6109520,4120990,4066160,4355540,3785730
Q658Y4,F91A1_HUMAN,FAM91A1,Protein FAM91A1,,112988,,59128.9,255334,231225,264189,,,,,
Q66K14,TBC9B_HUMAN,TBC1D9B,TBC1 domain family member 9B,,218571,,,1098490,1098950,1087770,863612,1220970,1175690,1442720,1205750
Q66K74,MAP1S_HUMAN,MAP1S,Microtubule-associated protein 1S,110163,,,,298360,254373,325840,268557,242162,225129,,138032
Q68CP4,HGNAT_HUMAN,HGSNAT,Heparan-alpha-glucosaminide N-acetyltransferase,,,,,,,,,316232,307266,316265,269408
Q68CQ4,UTP25_HUMAN,UTP25,U3 small nucleolar RNA-associated protein 25 homolog,26573.3,54184.5,64290,41420.5,125686,129067,166383,133952,,49446.9,46083.1,
Q68CQ7,GL8D1_HUMAN,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,,,,,1805840,1925510,1419700,1289420,2687460,2720810,2062600,2398720
Q68CR1,SE1L3_HUMAN,SEL1L3,Protein sel-1 homolog 3,,,,,439334,286533,290841,215101,1422520,1200510,1157170,1215050
Q68D91,MBLC2_HUMAN,MBLAC2,Acyl-coenzyme A thioesterase MBLAC2,,,,,378992,460614,335301,350582,254356,301399,227642,301370
Q68DH5,LMBD2_HUMAN,LMBRD2,G-protein coupled receptor-associated protein LMBRD2,,,,,328402,238620,212931,170895,,143778,127226,
Q68E01,INT3_HUMAN,INTS3,Integrator complex subunit 3,218313,275267,740100,594908,1025990,624508,2161980,887912,1396840,726134,1001450,1066660
Q69YL0,NCAS2_HUMAN,NCBP2AS2,Protein NCBP2AS2,,,335145,379033,,463264,233185,544447,3347020,2715000,3179870,3164800
Q69YN2,C19L1_HUMAN,CWF19L1,CWF19-like protein 1,49020.9,47024.2,,,140270,219830,237465,,175790,185213,98923,145959
Q6AI08,HEAT6_HUMAN,HEATR6,HEAT repeat-containing protein 6,,,,,444496,468587,646575,490393,201828,261753,228155,238245
Q6DD88,ATLA3_HUMAN,ATL3,Atlastin-3,218676,181190,153443,,741589,768525,706529,663710,577874,534202,524335,498059
Q6DN90,IQEC1_HUMAN,IQSEC1,IQ motif and SEC7 domain-containing protein 1,,,300883,,1104780,1195880,1298490,1114470,800330,763178,694346,757012
Q6GPH6,IPIL1_HUMAN,ITPRIPL1,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",,,,,2048760,2181330,1697700,1878510,3514510,3492920,3288950,3450790
Q6IA86,ELP2_HUMAN,ELP2,Elongator complex protein 2,524627,315781,234388,408895,459127,594134,395131,459228,543076,177049,1154680,1206240
Q6IAN0,DRS7B_HUMAN,DHRS7B,Dehydrogenase/reductase SDR family member 7B,,141081,,,2508290,2077950,2054760,1985260,1045930,1013960,1133660,1133930
Q6IBW4,CNDH2_HUMAN,NCAPH2,Condensin-2 complex subunit H2,,74502.1,,,520396,607226,612131,487262,391712,463644,462486,479436
Q6IEE7,T132E_HUMAN,TMEM132E,Transmembrane protein 132E,,,,,663040,545255,741000,623279,2148690,2083320,1960720,1609200
Q6IN85,P4R3A_HUMAN,PPP4R3A,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,381505,270852,417612,382586,435369,421391,451676,444621,359454,416063,391895,443014
Q6JQN1,ACD10_HUMAN,ACAD10,Acyl-CoA dehydrogenase family member 10,,,,,469973,373748,402678,389176,434076,472785,460047,387739
Q6KB66,K2C80_HUMAN,KRT80,"Keratin, type II cytoskeletal 80",405044,313052,409984,322593,386649,290345,337745,179779,194045,417547,282877,238479
Q6KCM7,SCMC2_HUMAN,SLC25A25,Mitochondrial adenyl nucleotide antiporter SLC25A25,,,,,3475720,1800700,3024550,1510870,859960,1029590,875311,998236
Q6KF10,GDF6_HUMAN,GDF6,Growth/differentiation factor 6,81216.2,58629.6,67448.9,54336.1,104973,106396,95345.5,115871,201711,212748,182939,183746
Q6L9W6,B4GN3_HUMAN,B4GALNT3,"Beta-1,4-N-acetylgalactosaminyltransferase 3",,,,,407724,512745,448307,374430,680028,753611,797298,635230
Q6N075,MFSD5_HUMAN,MFSD5,Molybdate-anion transporter,,,,,,,,,1393450,,2009250,
Q6NS38,ALKB2_HUMAN,ALKBH2,DNA oxidative demethylase ALKBH2,,,,,,62375.2,,,,,,
Q6NSI4,RADX_HUMAN,RADX,RPA-related protein RADX,,,42634.2,139850,701366,1021920,1590590,1354950,380368,355437,294237,807807
Q6NSJ2,PHLB3_HUMAN,PHLDB3,Pleckstrin homology-like domain family B member 3,,217497,142471,,410611,392207,535787,343247,511487,645647,506616,616595
Q6NSJ5,LRC8E_HUMAN,LRRC8E,Volume-regulated anion channel subunit LRRC8E,,,,,,,,,243145,262621,254317,198455
Q6NTE8,MRNIP_HUMAN,MRNIP,MRN complex-interacting protein,470584,444915,375439,343669,471027,470685,520455,413319,698861,756763,744536,663164
Q6NTF9,RHBD2_HUMAN,RHBDD2,Rhomboid domain-containing protein 2,,,,,5136100,5683950,5403090,5430070,2402170,2357820,1950120,2384520
Q6NUK1,SCMC1_HUMAN,SLC25A24,Mitochondrial adenyl nucleotide antiporter SLC25A24,540495,651700,915677,728091,7230230,7090200,7436130,6872430,5800580,5811430,5514530,6181030
Q6NUQ1,RINT1_HUMAN,RINT1,RAD50-interacting protein 1,,,166147,,984165,991979,1059660,956699,1594630,1295470,1653750,1367990
Q6NUQ4,TM214_HUMAN,TMEM214,Transmembrane protein 214,,,,,,,,,613970,578003,578635,753666
Q6NUS6,TECT3_HUMAN,TCTN3,Tectonic-3,,,,,,,,,,817110,,857521
Q6NXE6,ARMC6_HUMAN,ARMC6,Armadillo repeat-containing protein 6,,,,,3126840,2861420,3523310,2574760,3633420,4960280,3496140,3823560
Q6NXT4,ZNT6_HUMAN,SLC30A6,Zinc transporter 6,,,,,1581820,1739860,1713230,1307200,2768120,2818680,2717720,2662120
Q6NXT6,TAPT1_HUMAN,TAPT1,Transmembrane anterior posterior transformation protein 1 homolog,,,,,,,,,393242,387096,351761,335411
Q6P087,RUSD3_HUMAN,RPUSD3,Mitochondrial mRNA pseudouridine synthase RPUSD3,6092180,3780990,3663750,3747350,6298540,5435990,6758050,5516400,5981860,6916740,6441660,6609850
Q6P1A2,MBOA5_HUMAN,LPCAT3,Lysophospholipid acyltransferase 5,,,,,2653200,2843960,2481370,2271450,1865730,2238970,2066900,2073430
Q6P1J9,CDC73_HUMAN,CDC73,Parafibromin,,,,,881892,480674,813721,138187,1096560,1222590,1084880,668277
Q6P1K2,PMF1_HUMAN,PMF1,Polyamine-modulated factor 1,,,,,,327035,,301847,351043,578794,429331,238873
Q6P1L8,RM14_HUMAN,MRPL14,Large ribosomal subunit protein uL14m,158706,208732,258514,247675,423829,354837,353781,375092,98288.1,212981,143011,226635
Q6P1M0,S27A4_HUMAN,SLC27A4,Long-chain fatty acid transport protein 4,803870,743724,658269,783428,18952200,18755800,19545900,18038500,5662460,5506820,5369710,5723080
Q6P1N0,C2D1A_HUMAN,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,,86439.7,104837,173564,293390,511931,465255,264662,157818,,189869,256718
Q6P1Q0,LTMD1_HUMAN,LETMD1,LETM1 domain-containing protein 1,,,,,340603,383062,318744,261959,,154091,,
Q6P1Q9;Q96IZ6,MET2A_HUMAN;MET2B_HUMAN,METTL2A;METTL2B,tRNA N(3)-methylcytidine methyltransferase METTL2B,,37085800,67771600,,,,,,,,77241800,
Q6P1S2,CC033_HUMAN,C3orf33,Protein C3orf33,,,,,5149580,1621910,3285770,2579200,1278150,1200480,,588657
Q6P1X5,TAF2_HUMAN,TAF2,Transcription initiation factor TFIID subunit 2,3519180,30153700,9972320,8379620,33501300,33373400,13373400,15742800,24764900,16776000,10722000,20003500
Q6P1X6,CH082_HUMAN,C8orf82,UPF0598 protein C8orf82,,,,,59897.8,83141.2,90441.8,77220.1,83270.3,89075.1,89261.9,
Q6P2C8,MED27_HUMAN,MED27,Mediator of RNA polymerase II transcription subunit 27,768090,387931,252536,306072,1104210,1159560,1381510,704659,942151,1609310,880563,1424190
Q6P2E9,EDC4_HUMAN,EDC4,Enhancer of mRNA-decapping protein 4,736194,731636,522151,719181,504302,704109,803178,354306,581559,676636,720603,
Q6P2P2,ANM9_HUMAN,PRMT9,Protein arginine N-methyltransferase 9,,,,,254460,319613,334503,217264,194124,191565,257707,206221
Q6P2Q9,PRP8_HUMAN,PRPF8,Pre-mRNA-processing-splicing factor 8,416041,382638,420200,319190,639639,852965,857480,824477,473710,551008,593859,600923
Q6P3W7,SCYL2_HUMAN,SCYL2,SCY1-like protein 2,130825,147711,169765,101720,88762.1,136602,114336,52063.5,87284.7,118745,129463,101881
Q6P3X3,TTC27_HUMAN,TTC27,Tetratricopeptide repeat protein 27,363932,327826,252241,346372,2854020,3262880,2909970,2472980,2236730,1885070,3112110,2671520
Q6P444,MTFR2_HUMAN,MTFR2,Mitochondrial fission regulator 2,,,,,187314,254808,216832,286394,244666,211064,222495,239150
Q6P4A7,SFXN4_HUMAN,SFXN4,Sideroflexin-4,1145740,1137560,1139030,1366580,21232400,22228600,19316200,19308800,7583710,5570420,6545540,4469680
Q6P4E1,GOLM2_HUMAN,GOLM2,Protein GOLM2,,,,,400431,,382250,299622,503666,528723,509276,501348
Q6P4I2,WDR73_HUMAN,WDR73,WD repeat-containing protein 73,,170416,134542,,494818,466930,551841,403058,401422,,314706,
Q6P4Q7,CNNM4_HUMAN,CNNM4,Metal transporter CNNM4,,,,,1675630,1472940,1596110,1877460,7201040,6273850,6185730,6235590
Q6P5Z2,PKN3_HUMAN,PKN3,Serine/threonine-protein kinase N3,142454,81545,86421.2,82097.8,219406,120967,185816,225600,246197,225594,249601,262394
Q6P996,PDXD1_HUMAN,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,199357,152172,,160554,654692,551045,860222,708591,472039,565110,592036,
Q6P9B9,INT5_HUMAN,INTS5,Integrator complex subunit 5,,,,472007,990876,900181,942857,936437,933438,990846,,904081
Q6P9F7,LRC8B_HUMAN,LRRC8B,Volume-regulated anion channel subunit LRRC8B,,,,,,,,,349855,330047,174512,192513
Q6PCB0,VWA1_HUMAN,VWA1,von Willebrand factor A domain-containing protein 1,,,,,613479,430936,560452,691169,1140910,932494,984550,899733
Q6PCB7,S27A1_HUMAN,SLC27A1,Long-chain fatty acid transport protein 1,,,,,151569,152887,132449,122150,,,,
Q6PCT2,FXL19_HUMAN,FBXL19,F-box/LRR-repeat protein 19,,,,,351813,210653,220015,157980,196692,,215215,192476
Q6PGP7,SKI3_HUMAN,SKIC3,Superkiller complex protein 3,,428250,353634,436924,1863160,1806350,2361140,1915690,1288570,1335960,1285920,1128640
Q6PI48,SYDM_HUMAN,DARS2,"Aspartate--tRNA ligase, mitochondrial",,,,,600635,658604,848965,470196,404003,455546,371664,393538
Q6PIW4,FIGL1_HUMAN,FIGNL1,Fidgetin-like protein 1,,,138080,186203,848500,706407,584311,584538,751976,737613,655256,623497
Q6PJF5,RHDF2_HUMAN,RHBDF2,Inactive rhomboid protein 2,,,,,464788,499529,457415,557798,356483,379882,421516,341476
Q6PJG6,BRAT1_HUMAN,BRAT1,BRCA1-associated ATM activator 1,,195340,,,706545,926874,748844,492378,812452,754282,719704,597185
Q6PJI9,WDR59_HUMAN,WDR59,GATOR2 complex protein WDR59,,,,,278297,289607,295075,244709,137607,191212,123282,148368
Q6PJT7,ZC3HE_HUMAN,ZC3H14,Zinc finger CCCH domain-containing protein 14,,,,,,,,,274399,341352,427322,443791
Q6PK18,OGFD3_HUMAN,OGFOD3,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,,,,,5542040,6103450,5398920,6005690,20012100,23705700,23897400,25996200
Q6PKC3,TXD11_HUMAN,TXNDC11,Thioredoxin domain-containing protein 11,,,,,961062,859002,739524,854758,3585710,3646650,3030910,3252290
Q6PML9,ZNT9_HUMAN,SLC30A9,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",,,,,3487430,4803810,3554180,6241180,5772880,7341240,4540010,4805220
Q6R327,RICTR_HUMAN,RICTOR,Rapamycin-insensitive companion of mTOR,94581.7,,104494,,734166,681249,811989,645336,840093,757969,755056,655767
Q6RFH5,WDR74_HUMAN,WDR74,WD repeat-containing protein 74,213328,,,90630,245462,205534,237962,222466,238581,278156,286948,238716
Q6SPF0,SAMD1_HUMAN,SAMD1,Sterile alpha motif domain-containing protein 1,,,,,398460,355287,343028,227222,190311,169305,166315,137581
Q6TCH7,PAQR3_HUMAN,PAQR3,Progestin and adipoQ receptor family member 3,,,,,536635,476971,501095,375589,791645,835717,776753,805513
Q6UB35,C1TM_HUMAN,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",,,151035,,288097,536727,554545,387449,171038,404966,186060,150208
Q6UN15,FIP1_HUMAN,FIP1L1,Pre-mRNA 3'-end-processing factor FIP1,1169220,810136,798543,762964,1498800,1219610,1635720,1634330,1090900,1218070,1044910,1104410
Q6UVJ0,SAS6_HUMAN,SASS6,Spindle assembly abnormal protein 6 homolog,,,,,325733,238412,296330,242549,1332310,1475110,1333260,1272290
Q6UVY6,MOXD1_HUMAN,MOXD1,DBH-like monooxygenase protein 1,,,,,2269930,2487190,3080800,2398610,11717100,12126700,12172300,11816000
Q6UW63,PLGT2_HUMAN,POGLUT2,Protein O-glucosyltransferase 2,,,,,1464750,949551,1433490,1726120,3914010,3308920,3958270,3242340
Q6UW78,UQCC3_HUMAN,UQCC3,Ubiquinol-cytochrome-c reductase complex assembly factor 3,,,,,19259800,17690100,19955200,15327000,8046430,8473150,6577010,7819540
Q6UWJ1,TMCO3_HUMAN,TMCO3,Transmembrane and coiled-coil domain-containing protein 3,,,,,,,,,205109,229792,222128,253595
Q6UWP7,LCLT1_HUMAN,LCLAT1,Lysocardiolipin acyltransferase 1,,,,,1370500,1297780,1435980,1096270,1283800,1166780,1180550,1218570
Q6UWP8,SBSN_HUMAN,SBSN,Suprabasin,491221,294676,433188,,3793780,849714,850384,579846,620609,535722,585687,754959
Q6UWV2,MPZL3_HUMAN,MPZL3,Myelin protein zero-like protein 3,,,,,229587,275754,277212,,1199450,1150250,1243810,1167700
Q6UWY0,ARSK_HUMAN,ARSK,Arylsulfatase K,,,,,,,,,2746020,2622480,2378130,2543120
Q6UX07,DHR13_HUMAN,DHRS13,Dehydrogenase/reductase SDR family member 13,,,,,1994220,2216090,1963820,1804430,1242180,1224180,1063170,930631
Q6UX71,PXDC2_HUMAN,PLXDC2,Plexin domain-containing protein 2,,,,,932801,990265,697013,808166,,,240353,
Q6UXH1,CREL2_HUMAN,CRELD2,Protein disulfide isomerase CRELD2,,,,,,,,,2347530,2183350,1962020,1760350
Q6UXM1,LRIG3_HUMAN,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,,,,,,88640,,,205789,228512,158871,150009
Q6UXN9,WDR82_HUMAN,WDR82,WD repeat-containing protein 82,100796,135795,81038.8,96327.2,190947,123448,142388,140578,149050,116509,139901,128826
Q6UXV4,MIC27_HUMAN,APOOL,MICOS complex subunit MIC27,448689,415305,529993,522798,5669620,5626430,6467030,5401070,1959910,1808520,1848360,1688830
Q6VN20,RBP10_HUMAN,RANBP10,Ran-binding protein 10,141719,134391,57497.2,90634.6,,171004,204529,157860,129563,153415,147911,162692
Q6Y1H2,HACD2_HUMAN,HACD2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,,,,,6612220,4893990,3280990,4167800,2533610,3880170,3006000,3927380
Q6Y288,B3GLT_HUMAN,B3GLCT,"Beta-1,3-glucosyltransferase",,,,,744537,767604,,,3942300,4108150,3450720,2928580
Q6Y7W6,GGYF2_HUMAN,GIGYF2,GRB10-interacting GYF protein 2,,,67183.1,99580.8,41960.1,146495,105224,174189,147133,565568,169234,222602
Q6YHK3,CD109_HUMAN,CD109,CD109 antigen,,,,,,,974473,,827262,1174590,,
Q6YHU6,THADA_HUMAN,THADA,tRNA (32-2'-O)-methyltransferase regulator THADA,344625,405425,374871,400952,1245770,1160880,865001,1017530,1268780,1177540,1222670,1047280
Q6YN16,HSDL2_HUMAN,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,,153299,138399,,338570,493727,438674,321034,428767,300730,249394,263611
Q6ZMG9,CERS6_HUMAN,CERS6,Ceramide synthase 6,,,,,,273522,478232,188635,448044,,429170,
Q6ZMZ3,SYNE3_HUMAN,SYNE3,Nesprin-3,,,,,,,,,85647.8,,79726.9,79092.2
Q6ZNB6,NFXL1_HUMAN,NFXL1,NF-X1-type zinc finger protein NFXL1,347320,,345261,263266,1930700,2341170,1805960,1787970,1491180,1282940,1309880,1207440
Q6ZNC8,MBOA1_HUMAN,MBOAT1,Lysophospholipid acyltransferase 1,,,,,549942,519731,438017,396569,297419,210465,214019,242841
Q6ZPD9,D19L3_HUMAN,DPY19L3,Probable C-mannosyltransferase DPY19L3,,,,,,226345,213149,201919,973821,841091,705254,940389
Q6ZRI6,CO039_HUMAN,C15orf39,Uncharacterized protein C15orf39,163645,110227,78930.7,93661.2,398837,344768,428805,311065,528414,602404,512912,556740
Q6ZRP7,QSOX2_HUMAN,QSOX2,Sulfhydryl oxidase 2,,,,,3092300,3253660,2510710,3261620,6675950,6012600,7188130,5946450
Q6ZRQ5,MMS22_HUMAN,MMS22L,Protein MMS22-like,1242290,1340410,1204830,1133850,2252640,2109140,2551870,1864670,1932230,2109250,1892720,1910460
Q6ZRV2,FA83H_HUMAN,FAM83H,Protein FAM83H,132160,84637.7,86775.3,87459.7,1698410,1599840,1531880,1414720,1656210,1449970,1461250,1666010
Q6ZRY4,RBPS2_HUMAN,RBPMS2,RNA-binding protein with multiple splicing 2,,,,,852984,,1137560,614955,,505179,,613931
Q6ZUT1,NKAP1_HUMAN,NKAPD1,Uncharacterized protein NKAPD1,1149430,883120,785252,851267,1007100,1021310,1023800,1024310,1099490,1102790,898822,876442
Q6ZW31,SYDE1_HUMAN,SYDE1,Rho GTPase-activating protein SYDE1,,,,,519934,524437,654605,537826,203251,183072,151151,149112
Q6ZWT7,MBOA2_HUMAN,MBOAT2,Lysophospholipid acyltransferase 2,,,,,449356,431316,484584,433043,393246,432511,325386,293257
Q6ZXV5,TMTC3_HUMAN,TMTC3,Protein O-mannosyl-transferase TMTC3,461525,518702,,452531,16871700,16523000,18182400,16469800,29749100,30107100,26752800,30827600
Q709C8,VP13C_HUMAN,VPS13C,Intermembrane lipid transfer protein VPS13C,803401,743220,771808,745706,810937,1033800,921946,854470,808470,779011,878116,932160
Q70CQ3,UBP30_HUMAN,USP30,Ubiquitin carboxyl-terminal hydrolase 30,341698,,,,1791410,1662210,1431030,1484610,2355830,2341460,1956870,1747380
Q70EL1,UBP54_HUMAN,USP54,Inactive ubiquitin carboxyl-terminal hydrolase 54,,,,,313406,393833,469548,,270068,452374,319182,402913
Q70HW3,SAMC_HUMAN,SLC25A26,Mitochondrial S-adenosylmethionine carrier protein,,,,,265942,,,,,,,127768
Q70JA7,CHSS3_HUMAN,CHSY3,Chondroitin sulfate synthase 3,,,,,1327490,686988,782050,834700,2426460,2465020,1803600,1493730
Q70SY1,CR3L2_HUMAN,CREB3L2,Cyclic AMP-responsive element-binding protein 3-like protein 2,,,,,,,349371,,3286540,3039640,3134050,2994740
Q70UQ0,IKIP_HUMAN,IKBIP,Inhibitor of nuclear factor kappa-B kinase-interacting protein,,,,,,,,,2315480,2338710,2840200,2707530
Q71H61,ILDR2_HUMAN,ILDR2,Immunoglobulin-like domain-containing receptor 2,,,,,,,,,470598,595264,193872,717494
Q75QN2,INT8_HUMAN,INTS8,Integrator complex subunit 8,335490,452489,367035,474012,1251210,1220600,1224960,931290,991973,971531,998191,966946
Q75T13,PGAP1_HUMAN,PGAP1,GPI inositol-deacylase,,,,,4245810,3632020,1872440,1696690,8837810,10806300,9071210,10073800
Q75V66,ANO5_HUMAN,ANO5,Anoctamin-5,,,,,1007720,762714,743437,,2008180,753502,1933890,826048
Q76I76,SSH2_HUMAN,SSH2,Protein phosphatase Slingshot homolog 2,81830.9,95916.9,90397.2,107396,125159,,,122334,89570.2,118287,103239,90074.5
Q76M96,CCD80_HUMAN,CCDC80,Coiled-coil domain-containing protein 80,152767,,,243447,204548,155809,239283,129894,,,,124466
